true_lineage_id,outcome,first_payment_at,close_at
L00120,PAYMENT_POSTED,2023-04-13T10:17:00-05:00,
L00121,PAYMENT_POSTED,2022-12-08T08:09:00-06:00,
L00122,PAYMENT_POSTED,2023-06-26T08:06:00-05:00,
L00123,PAYMENT_POSTED,2022-10-04T11:20:00-05:00,
L00124,PAYMENT_POSTED,2022-11-14T09:10:00-06:00,
L00125,PAYMENT_POSTED,2023-08-31T13:26:00-05:00,
L00126,PAYMENT_POSTED,2022-11-14T13:23:00-06:00,
L00127,PAYMENT_POSTED,2023-01-09T10:14:00-06:00,
L00128,PAYMENT_POSTED,2023-01-30T14:35:00-06:00,
L00129,PAYMENT_POSTED,2023-01-30T13:52:00-06:00,
L00130,PAYMENT_POSTED,2022-09-01T15:06:00-05:00,
L00131,PAYMENT_POSTED,2022-11-15T14:46:00-06:00,
L00132,PAYMENT_POSTED,2022-07-22T15:40:00-05:00,
L00133,PAYMENT_POSTED,2023-05-19T12:22:00-05:00,
L00134,PAYMENT_POSTED,2022-09-02T11:11:00-05:00,
L00135,PAYMENT_POSTED,2023-06-19T10:31:00-05:00,
L00136,PAYMENT_POSTED,2023-06-19T09:07:00-05:00,
L00137,PAYMENT_POSTED,2023-01-12T08:54:00-06:00,
L00138,PAYMENT_POSTED,2023-05-10T09:39:00-05:00,
L00139,PAYMENT_POSTED,2023-06-19T13:55:00-05:00,
L00140,PAYMENT_POSTED,2023-07-31T12:45:00-05:00,
L00141,PAYMENT_POSTED,2023-01-09T10:38:00-06:00,
L00142,PAYMENT_POSTED,2023-07-25T13:03:00-05:00,
L00143,PAYMENT_POSTED,2023-03-09T11:52:00-06:00,
L00144,PAYMENT_POSTED,2022-11-03T16:40:00-05:00,
L00145,PAYMENT_POSTED,2022-11-10T12:05:00-06:00,
L00146,STILL_OPEN,,
L00147,PAYMENT_POSTED,2023-08-21T08:11:00-05:00,
L00148,PAYMENT_POSTED,2022-12-15T15:59:00-06:00,
L00149,PAYMENT_POSTED,2022-10-03T15:25:00-05:00,
L00150,PAYMENT_POSTED,2023-10-09T11:11:00-05:00,
L00151,PAYMENT_POSTED,2022-09-14T09:06:00-05:00,
L00152,PAYMENT_POSTED,2023-07-17T13:58:00-05:00,
L00153,PAYMENT_POSTED,2023-07-06T08:05:00-05:00,
L00154,STILL_OPEN,,
L00155,PAYMENT_POSTED,2023-10-27T14:28:00-05:00,
L00156,PAYMENT_POSTED,2022-11-23T16:01:00-06:00,
L00157,PAYMENT_POSTED,2022-10-14T13:52:00-05:00,
L00158,STILL_OPEN,,
L00159,PAYMENT_POSTED,2022-12-12T16:02:00-06:00,
L00160,PAYMENT_POSTED,2023-08-23T11:31:00-05:00,
L00161,PAYMENT_POSTED,2023-10-09T09:54:00-05:00,
L00162,PAYMENT_POSTED,2023-02-23T16:10:00-06:00,
L00163,PAYMENT_POSTED,2023-10-02T11:00:00-05:00,
L00164,PAYMENT_POSTED,2023-01-30T14:59:00-06:00,
L00165,PAYMENT_POSTED,2023-01-25T11:28:00-06:00,
L00166,PAYMENT_POSTED,2023-04-10T12:33:00-05:00,
L00167,PAYMENT_POSTED,2023-08-03T09:29:00-05:00,
L00168,PAYMENT_POSTED,2022-11-03T11:21:00-05:00,
L00169,PAYMENT_POSTED,2023-02-03T13:28:00-06:00,
L00170,PAYMENT_POSTED,2023-05-01T12:12:00-05:00,
L00171,PAYMENT_POSTED,2022-11-01T10:44:00-05:00,
L00172,PAYMENT_POSTED,2022-11-21T12:25:00-06:00,
L00173,PAYMENT_POSTED,2023-03-28T14:49:00-05:00,
L00174,STILL_OPEN,,
L00175,PAYMENT_POSTED,2023-07-10T10:16:00-05:00,
L00176,STILL_OPEN,,
L00177,PAYMENT_POSTED,2023-04-19T14:19:00-05:00,
L00178,PAYMENT_POSTED,2022-08-25T09:52:00-05:00,
L00179,PAYMENT_POSTED,2023-04-20T11:37:00-05:00,
L00180,PAYMENT_POSTED,2023-09-04T13:50:00-05:00,
L00181,STILL_OPEN,,
L00182,CLOSED_NO_PAYMENT,,2022-11-02T08:05:00-05:00
L00183,PAYMENT_POSTED,2023-08-18T10:31:00-05:00,
L00184,PAYMENT_POSTED,2022-10-03T12:18:00-05:00,
L00185,PAYMENT_POSTED,2022-12-12T11:05:00-06:00,
L00186,PAYMENT_POSTED,2023-05-02T09:10:00-05:00,
L00187,PAYMENT_POSTED,2023-10-26T11:30:00-05:00,
L00188,PAYMENT_POSTED,2023-08-21T14:26:00-05:00,
L00189,PAYMENT_POSTED,2023-10-06T11:38:00-05:00,
L00190,PAYMENT_POSTED,2022-12-19T11:17:00-06:00,
L00191,PAYMENT_POSTED,2023-09-07T09:30:00-05:00,
L00192,PAYMENT_POSTED,2022-08-17T14:03:00-05:00,
L00193,PAYMENT_POSTED,2022-09-14T13:59:00-05:00,
L00194,PAYMENT_POSTED,2023-09-19T08:53:00-05:00,
L00195,PAYMENT_POSTED,2022-09-19T09:58:00-05:00,
L00196,PAYMENT_POSTED,2023-07-03T08:38:00-05:00,
L00197,PAYMENT_POSTED,2023-07-20T12:49:00-05:00,
L00198,PAYMENT_POSTED,2023-08-28T14:34:00-05:00,
L00199,PAYMENT_POSTED,2023-10-09T08:37:00-05:00,
L00200,PAYMENT_POSTED,2022-08-18T08:38:00-05:00,
L00201,PAYMENT_POSTED,2023-09-22T16:23:00-05:00,
L00202,PAYMENT_POSTED,2023-02-27T12:18:00-06:00,
L00203,PAYMENT_POSTED,2023-05-01T14:28:00-05:00,
L00204,PAYMENT_POSTED,2023-01-03T09:14:00-06:00,
L00205,CLOSED_NO_PAYMENT,,2023-06-29T14:25:00-05:00
L00206,PAYMENT_POSTED,2023-06-29T13:16:00-05:00,
L00207,PAYMENT_POSTED,2022-09-09T15:23:00-05:00,
L00208,PAYMENT_POSTED,2023-06-21T15:14:00-05:00,
L00209,STILL_OPEN,,
L00210,PAYMENT_POSTED,2023-10-25T15:48:00-05:00,
L00211,PAYMENT_POSTED,2023-08-23T15:40:00-05:00,
L00212,PAYMENT_POSTED,2023-05-29T11:41:00-05:00,
L00213,PAYMENT_POSTED,2023-07-25T10:55:00-05:00,
L00214,CLOSED_NO_PAYMENT,,2023-10-26T11:02:00-05:00
L00215,STILL_OPEN,,
L00216,PAYMENT_POSTED,2023-07-24T12:41:00-05:00,
L00217,PAYMENT_POSTED,2022-10-10T08:28:00-05:00,
L00218,PAYMENT_POSTED,2023-06-26T11:27:00-05:00,
L00219,PAYMENT_POSTED,2022-11-07T09:20:00-06:00,
L00220,PAYMENT_POSTED,2022-12-26T08:11:00-06:00,
L00221,PAYMENT_POSTED,2023-02-28T13:00:00-06:00,
L00222,CLOSED_NO_PAYMENT,,2023-10-23T13:55:00-05:00
L00223,PAYMENT_POSTED,2023-10-02T14:35:00-05:00,
L00224,PAYMENT_POSTED,2023-10-30T12:47:00-05:00,
L00225,PAYMENT_POSTED,2023-11-13T11:43:00-06:00,
L00226,PAYMENT_POSTED,2022-12-26T11:20:00-06:00,
L00227,PAYMENT_POSTED,2022-08-05T12:20:00-05:00,
L00228,PAYMENT_POSTED,2023-09-14T09:20:00-05:00,
L00229,PAYMENT_POSTED,2023-10-03T13:02:00-05:00,
L00230,PAYMENT_POSTED,2023-04-12T08:18:00-05:00,
L00231,PAYMENT_POSTED,2023-09-21T11:13:00-05:00,
L00232,PAYMENT_POSTED,2023-04-10T09:32:00-05:00,
L00233,PAYMENT_POSTED,2023-08-24T09:18:00-05:00,
L00234,PAYMENT_POSTED,2023-08-11T11:33:00-05:00,
L00235,PAYMENT_POSTED,2022-10-18T15:10:00-05:00,
L00236,PAYMENT_POSTED,2023-09-19T08:07:00-05:00,
L00237,PAYMENT_POSTED,2023-05-05T09:31:00-05:00,
L00238,STILL_OPEN,,
L00239,PAYMENT_POSTED,2023-01-09T10:14:00-06:00,
L00240,PAYMENT_POSTED,2022-09-09T13:17:00-05:00,
L00241,STILL_OPEN,,
L00242,PAYMENT_POSTED,2023-02-02T11:19:00-06:00,
L00243,STILL_OPEN,,
L00244,STILL_OPEN,,
L00245,PAYMENT_POSTED,2023-04-24T16:34:00-05:00,
L00246,PAYMENT_POSTED,2022-11-03T16:11:00-05:00,
L00247,PAYMENT_POSTED,2022-07-26T10:46:00-05:00,
L00248,PAYMENT_POSTED,2023-05-29T13:17:00-05:00,
L00249,PAYMENT_POSTED,2023-07-17T15:26:00-05:00,
L00250,PAYMENT_POSTED,2023-01-23T08:46:00-06:00,
L00251,PAYMENT_POSTED,2023-07-10T08:19:00-05:00,
L00252,PAYMENT_POSTED,2023-01-25T16:55:00-06:00,
L00253,PAYMENT_POSTED,2022-12-13T10:54:00-06:00,
L00254,PAYMENT_POSTED,2022-10-31T10:28:00-05:00,
L00255,PAYMENT_POSTED,2023-01-27T09:11:00-06:00,
L00256,PAYMENT_POSTED,2023-07-17T16:53:00-05:00,
L00257,PAYMENT_POSTED,2022-12-12T08:08:00-06:00,
L00258,PAYMENT_POSTED,2023-04-10T10:16:00-05:00,
L00259,PAYMENT_POSTED,2023-04-05T13:09:00-05:00,
L00260,PAYMENT_POSTED,2023-05-04T08:22:00-05:00,
L00261,PAYMENT_POSTED,2023-01-05T09:56:00-06:00,
L00262,PAYMENT_POSTED,2022-11-14T14:04:00-06:00,
L00263,PAYMENT_POSTED,2023-08-07T16:06:00-05:00,
L00264,PAYMENT_POSTED,2022-11-28T14:38:00-06:00,
L00265,PAYMENT_POSTED,2022-12-14T16:27:00-06:00,
L00266,PAYMENT_POSTED,2023-07-31T14:38:00-05:00,
L00267,PAYMENT_POSTED,2023-07-03T15:19:00-05:00,
L00268,PAYMENT_POSTED,2022-08-26T12:42:00-05:00,
L00269,PAYMENT_POSTED,2022-07-21T09:49:00-05:00,
L00270,PAYMENT_POSTED,2023-03-30T10:08:00-05:00,
L00271,PAYMENT_POSTED,2023-07-18T13:35:00-05:00,
L00272,PAYMENT_POSTED,2022-11-10T12:04:00-06:00,
L00273,PAYMENT_POSTED,2022-09-28T10:49:00-05:00,
L00274,STILL_OPEN,,
L00275,PAYMENT_POSTED,2023-09-28T08:47:00-05:00,
L00276,PAYMENT_POSTED,2022-10-31T12:46:00-05:00,
L00277,CLOSED_NO_PAYMENT,,2022-11-11T08:10:00-06:00
L00278,PAYMENT_POSTED,2022-08-15T08:03:00-05:00,
L00279,STILL_OPEN,,
L00280,PAYMENT_POSTED,2023-03-20T14:59:00-05:00,
L00281,STILL_OPEN,,
L00282,STILL_OPEN,,
L00283,PAYMENT_POSTED,2022-12-05T08:41:00-06:00,
L00284,PAYMENT_POSTED,2022-08-16T12:12:00-05:00,
L00285,PAYMENT_POSTED,2022-09-06T14:16:00-05:00,
L00286,PAYMENT_POSTED,2023-04-07T08:10:00-05:00,
L00287,PAYMENT_POSTED,2022-10-21T11:26:00-05:00,
L00288,CLOSED_NO_PAYMENT,,2022-12-12T14:16:00-06:00
L00289,PAYMENT_POSTED,2022-10-24T11:45:00-05:00,
L00290,PAYMENT_POSTED,2023-02-15T15:29:00-06:00,
L00291,PAYMENT_POSTED,2022-08-15T12:59:00-05:00,
L00292,PAYMENT_POSTED,2023-09-14T11:33:00-05:00,
L00293,PAYMENT_POSTED,2023-05-26T10:55:00-05:00,
L00294,PAYMENT_POSTED,2023-11-13T09:12:00-06:00,
L00295,PAYMENT_POSTED,2022-09-13T12:55:00-05:00,
L00296,PAYMENT_POSTED,2022-08-18T12:09:00-05:00,
L00297,PAYMENT_POSTED,2023-06-30T16:52:00-05:00,
L00298,PAYMENT_POSTED,2023-02-15T08:31:00-06:00,
L00299,CLOSED_NO_PAYMENT,,2023-09-25T08:20:00-05:00
L00300,PAYMENT_POSTED,2023-01-19T14:16:00-06:00,
L00301,PAYMENT_POSTED,2023-09-01T13:52:00-05:00,
L00302,PAYMENT_POSTED,2023-05-01T16:00:00-05:00,
L00303,STILL_OPEN,,
L00304,PAYMENT_POSTED,2022-10-12T13:39:00-05:00,
L00305,PAYMENT_POSTED,2022-08-01T10:08:00-05:00,
L00306,PAYMENT_POSTED,2023-04-26T09:02:00-05:00,
L00307,PAYMENT_POSTED,2023-09-06T09:22:00-05:00,
L00308,PAYMENT_POSTED,2023-09-04T13:58:00-05:00,
L00309,PAYMENT_POSTED,2023-04-12T13:19:00-05:00,
L00310,STILL_OPEN,,
L00311,PAYMENT_POSTED,2023-04-26T12:46:00-05:00,
L00312,STILL_OPEN,,
L00313,PAYMENT_POSTED,2023-10-02T08:14:00-05:00,
L00314,STILL_OPEN,,
L00315,PAYMENT_POSTED,2023-04-18T09:41:00-05:00,
L00316,PAYMENT_POSTED,2022-08-01T14:15:00-05:00,
L00317,PAYMENT_POSTED,2023-09-11T16:48:00-05:00,
L00318,PAYMENT_POSTED,2023-11-07T11:43:00-06:00,
L00319,PAYMENT_POSTED,2023-09-19T14:01:00-05:00,
L00320,PAYMENT_POSTED,2023-03-03T15:01:00-06:00,
L00321,PAYMENT_POSTED,2022-09-16T08:53:00-05:00,
L00322,CLOSED_NO_PAYMENT,,2023-09-01T08:33:00-05:00
L00323,PAYMENT_POSTED,2022-11-07T10:48:00-06:00,
L00324,STILL_OPEN,,
L00325,PAYMENT_POSTED,2023-03-31T12:56:00-05:00,
L00326,PAYMENT_POSTED,2023-01-20T16:06:00-06:00,
L00327,PAYMENT_POSTED,2022-09-26T11:17:00-05:00,
L00328,PAYMENT_POSTED,2023-04-21T14:04:00-05:00,
L00329,PAYMENT_POSTED,2023-06-13T14:50:00-05:00,
L00330,PAYMENT_POSTED,2023-03-15T15:00:00-05:00,
L00331,PAYMENT_POSTED,2023-10-02T15:47:00-05:00,
L00332,PAYMENT_POSTED,2022-09-29T08:27:00-05:00,
L00333,CLOSED_NO_PAYMENT,,2023-02-23T14:19:00-06:00
L00334,PAYMENT_POSTED,2023-05-01T16:01:00-05:00,
L00335,PAYMENT_POSTED,2022-08-18T14:19:00-05:00,
L00336,PAYMENT_POSTED,2023-04-10T15:40:00-05:00,
L00337,STILL_OPEN,,
L00338,PAYMENT_POSTED,2023-07-11T16:02:00-05:00,
L00339,PAYMENT_POSTED,2023-08-22T08:21:00-05:00,
L00340,PAYMENT_POSTED,2022-11-07T09:06:00-06:00,
L00341,PAYMENT_POSTED,2023-03-27T14:23:00-05:00,
L00342,PAYMENT_POSTED,2023-09-06T14:02:00-05:00,
L00343,PAYMENT_POSTED,2023-02-06T12:03:00-06:00,
L00344,PAYMENT_POSTED,2023-07-03T16:31:00-05:00,
L00345,PAYMENT_POSTED,2023-02-03T11:34:00-06:00,
L00346,PAYMENT_POSTED,2023-07-07T12:31:00-05:00,
L00347,PAYMENT_POSTED,2023-03-28T15:39:00-05:00,
L00348,PAYMENT_POSTED,2023-06-19T11:30:00-05:00,
L00349,PAYMENT_POSTED,2023-02-27T16:50:00-06:00,
L00350,PAYMENT_POSTED,2023-01-23T12:29:00-06:00,
L00351,PAYMENT_POSTED,2023-01-04T09:08:00-06:00,
L00352,PAYMENT_POSTED,2023-03-07T09:39:00-06:00,
L00353,PAYMENT_POSTED,2023-05-29T16:38:00-05:00,
L00354,CLOSED_NO_PAYMENT,,2022-11-07T08:47:00-06:00
L00355,PAYMENT_POSTED,2023-08-28T10:05:00-05:00,
L00356,CLOSED_NO_PAYMENT,,2023-05-17T15:27:00-05:00
L00357,PAYMENT_POSTED,2023-04-25T11:40:00-05:00,
L00358,PAYMENT_POSTED,2023-03-13T14:20:00-05:00,
L00359,PAYMENT_POSTED,2023-06-02T13:09:00-05:00,
L00360,PAYMENT_POSTED,2023-09-28T09:34:00-05:00,
L00361,PAYMENT_POSTED,2023-10-13T13:21:00-05:00,
L00362,PAYMENT_POSTED,2022-10-25T16:57:00-05:00,
L00363,PAYMENT_POSTED,2023-07-28T10:11:00-05:00,
L00364,PAYMENT_POSTED,2022-08-08T13:52:00-05:00,
L00365,PAYMENT_POSTED,2023-02-22T13:24:00-06:00,
L00366,PAYMENT_POSTED,2023-10-02T16:18:00-05:00,
L00367,PAYMENT_POSTED,2023-09-25T14:21:00-05:00,
L00368,PAYMENT_POSTED,2023-01-16T09:00:00-06:00,
L00369,PAYMENT_POSTED,2023-06-20T10:12:00-05:00,
L00370,PAYMENT_POSTED,2022-09-26T13:14:00-05:00,
L00371,PAYMENT_POSTED,2023-02-22T10:31:00-06:00,
L00372,PAYMENT_POSTED,2023-09-01T09:32:00-05:00,
L00373,PAYMENT_POSTED,2022-09-08T11:08:00-05:00,
L00374,PAYMENT_POSTED,2023-04-03T08:03:00-05:00,
L00375,PAYMENT_POSTED,2022-08-03T13:34:00-05:00,
L00376,PAYMENT_POSTED,2023-06-28T14:39:00-05:00,
L00377,PAYMENT_POSTED,2023-06-30T14:14:00-05:00,
L00378,PAYMENT_POSTED,2022-10-10T09:19:00-05:00,
L00379,PAYMENT_POSTED,2022-07-25T14:35:00-05:00,
L00380,PAYMENT_POSTED,2023-04-07T12:31:00-05:00,
L00381,PAYMENT_POSTED,2022-10-24T15:08:00-05:00,
L00382,PAYMENT_POSTED,2023-09-25T15:52:00-05:00,
L00383,PAYMENT_POSTED,2022-11-03T15:12:00-05:00,
L00384,PAYMENT_POSTED,2022-08-01T12:04:00-05:00,
L00385,PAYMENT_POSTED,2022-09-12T12:27:00-05:00,
L00386,PAYMENT_POSTED,2023-02-02T09:54:00-06:00,
L00387,STILL_OPEN,,
L00388,PAYMENT_POSTED,2023-04-10T16:11:00-05:00,
L00389,PAYMENT_POSTED,2023-08-17T12:48:00-05:00,
L00390,PAYMENT_POSTED,2022-09-15T13:15:00-05:00,
L00391,PAYMENT_POSTED,2023-09-25T12:03:00-05:00,
L00392,PAYMENT_POSTED,2023-01-26T15:10:00-06:00,
L00393,PAYMENT_POSTED,2022-10-31T12:10:00-05:00,
L00394,PAYMENT_POSTED,2022-08-01T08:33:00-05:00,
L00395,PAYMENT_POSTED,2022-10-31T08:48:00-05:00,
L00396,STILL_OPEN,,
L00397,CLOSED_NO_PAYMENT,,2023-04-24T10:29:00-05:00
L00398,PAYMENT_POSTED,2022-09-19T11:45:00-05:00,
L00399,PAYMENT_POSTED,2022-12-16T09:11:00-06:00,
L00400,PAYMENT_POSTED,2022-11-04T14:24:00-05:00,
L00401,PAYMENT_POSTED,2022-10-03T16:12:00-06:00,
L00402,PAYMENT_POSTED,2023-03-22T15:02:00-06:00,
L00403,PAYMENT_POSTED,2023-07-03T10:35:00-06:00,
L00404,STILL_OPEN,,
L00405,PAYMENT_POSTED,2022-10-18T09:43:00-06:00,
L00406,PAYMENT_POSTED,2022-08-15T14:05:00-06:00,
L00407,PAYMENT_POSTED,2023-07-24T08:50:00-06:00,
L00408,STILL_OPEN,,
L00409,PAYMENT_POSTED,2022-12-07T12:28:00-07:00,
L00410,PAYMENT_POSTED,2023-03-27T15:34:00-06:00,
L00411,CLOSED_NO_PAYMENT,,2022-08-18T16:47:00-06:00
L00412,PAYMENT_POSTED,2023-06-13T10:59:00-06:00,
L00413,STILL_OPEN,,
L00414,PAYMENT_POSTED,2023-03-08T10:50:00-07:00,
L00415,PAYMENT_POSTED,2022-11-25T13:21:00-07:00,
L00416,PAYMENT_POSTED,2023-09-15T09:23:00-06:00,
L00417,PAYMENT_POSTED,2023-08-28T16:48:00-06:00,
L00418,PAYMENT_POSTED,2023-08-09T16:08:00-06:00,
L00419,PAYMENT_POSTED,2022-09-28T11:52:00-06:00,
L00420,PAYMENT_POSTED,2023-08-09T14:13:00-06:00,
L00421,STILL_OPEN,,
L00422,CLOSED_NO_PAYMENT,,2023-12-27T15:54:00-07:00
L00423,PAYMENT_POSTED,2023-10-26T16:29:00-06:00,
L00424,STILL_OPEN,,
L00425,PAYMENT_POSTED,2023-07-12T08:02:00-06:00,
L00426,PAYMENT_POSTED,2022-09-28T16:38:00-06:00,
L00427,PAYMENT_POSTED,2022-09-09T13:18:00-06:00,
L00428,PAYMENT_POSTED,2023-04-26T08:41:00-06:00,
L00429,PAYMENT_POSTED,2023-01-13T13:39:00-07:00,
L00430,PAYMENT_POSTED,2023-04-24T12:45:00-06:00,
L00431,PAYMENT_POSTED,2022-11-22T16:33:00-07:00,
L00432,PAYMENT_POSTED,2023-05-03T14:45:00-06:00,
